,id,title,release_date,release_year,popularity,vote_average,vote_count,return,budget,revenue,genre_1_name
257,41166,Plenty,1985-09-20,1985,0.637248,5.9,8.0,0.0,0.0,0.0,Drama
258,11208,Wicker Park,2004-09-03,2004,5.605652,6.7,159.0,0.4333752333333333,30000000.0,13001257.0,Drama
259,5622,And the Ship Sails On,1983-10-06,1983,1.715072,7.0,22.0,0.0,0.0,0.0,Comedy
260,298533,Corner Gas: The Movie,2014-12-03,2014,0.994222,5.6,17.0,0.0,8500000.0,0.0,Family
261,347031,Swiss Army Man,2016-06-24,2016,9.196678,6.8,839.0,1.4034846666666667,3000000.0,4210454.0,Comedy
262,70845,There's Something Wrong with Aunt Diane,2011-07-25,2011,1.03959,6.7,22.0,0.0,0.0,0.0,Documentary
263,31244,Merlin's Shop of Mystical Wonders,1996-01-01,1996,0.908117,2.1,9.0,0.0,0.0,0.0,Horror
264,97367,The Place Beyond the Pines,2013-03-20,2013,7.492658,6.8,1689.0,2.3657072,15000000.0,35485608.0,Drama
265,18320,The Young Victoria,2009-03-04,2009,8.437587,7.1,330.0,0.7831396857142857,35000000.0,27409889.0,Drama
266,52036,The Company,2003-09-10,2003,7.803563,5.7,21.0,0.1521056666666666,15000000.0,2281585.0,Drama
267,136058,Seeing Red: Stories of American Communists,1983-10-04,1983,0.070603,5.5,2.0,0.0,0.0,0.0,History
268,41569,The Nomi Song,2004-03-23,2004,0.468995,6.7,5.0,0.0,0.0,0.0,Documentary
269,27294,Crime Wave,1985-04-12,1985,0.519774,5.9,7.0,0.0,0.0,0.0,Adventure
270,104709,Ghoul,2012-04-13,2012,0.33045,4.7,5.0,0.0,0.0,0.0,Thriller
271,47763,The Shrine,2010-10-14,2010,16.544322,5.8,81.0,0.0,0.0,0.0,Horror
272,6970,Welcome to Woop Woop,1998-08-13,1998,0.569827,6.4,7.0,0.0,0.0,0.0,Music
273,123224,Felipe Esparza: They're Not Gonna Laugh At You,2012-01-01,2012,0.012939,0.0,0.0,0.0,0.0,0.0,Comedy
274,20759,The Great White Hype,1996-05-03,1996,3.321765,5.1,29.0,0.0,0.0,0.0,Comedy
275,59,A History of Violence,2005-09-23,2005,11.119707,6.9,850.0,1.89815084375,32000000.0,60740827.0,Drama
276,399173,The Assignment,2016-04-27,2016,5.522361,4.9,74.0,0.0,5000000.0,0.0,Action
277,10647,Pay It Forward,2000-10-12,2000,10.479723,7.0,447.0,1.392685275,40000000.0,55707411.0,Drama
278,23566,Barbie and the Three Musketeers,2009-09-15,2009,6.670165,6.2,81.0,0.0,0.0,0.0,Animation
279,17159,Eddie Murphy Raw,1987-11-25,1987,11.266569,7.4,106.0,0.0,0.0,50504655.0,Comedy
280,14720,All About Actresses,2009-01-28,2009,1.18718,6.3,20.0,0.0,0.0,0.0,Comedy
281,50365,Our Day Will Come,2010-09-15,2010,5.208243,6.8,41.0,0.0,4500000.0,0.0,Drama
282,371743,Sophie and the Rising Sun,2016-01-27,2016,1.003024,6.3,4.0,0.0,0.0,0.0,Drama
283,47533,Scooby-Doo! Curse of the Lake Monster,2010-10-15,2010,9.844083,5.5,66.0,0.0,0.0,0.0,Mystery
284,101420,Burden of Evil,2012-04-22,2012,0.654759,3.0,2.0,0.0,0.0,0.0,Thriller
285,20197,Things Are Tough All Over,1982-08-04,1982,9.442756,6.1,25.0,0.0,0.0,21134374.0,Action
286,258096,Alpha and Omega 3: The Great Wolf Games,2014-03-25,2014,2.455786,4.2,10.0,0.0,0.0,0.0,Animation
287,9465,Cookie's Fortune,1999-01-22,1999,3.380684,6.2,35.0,1.0920544,10000000.0,10920544.0,Comedy
288,163845,To.get.her,2011-01-21,2011,0.007595,0.0,0.0,0.0,86.0,0.0,Mystery
289,288301,Do I Sound Gay?,2014-07-10,2014,1.635063,6.2,20.0,0.0,0.0,0.0,Documentary
290,87101,Terminator Genisys,2015-06-23,2015,30.188198,5.8,3677.0,2.842603464516129,155000000.0,440603537.0,Science Fiction
291,51844,After Him,2007-05-23,2007,0.612802,5.8,5.0,0.0,0.0,0.0,Drama
292,84179,Bones Brigade: An Autobiography,2012-01-21,2012,1.045944,7.9,20.0,0.0,110.0,0.0,Documentary
293,273085,David Bowie: Best Of Bowie,2002-06-30,2002,0.431531,8.3,3.0,0.0,0.0,0.0,Music
294,251321,Aloft,2014-02-12,2014,3.851653,5.1,41.0,0.00663575,8000000.0,53086.0,Drama
295,11584,Roxanne,1987-06-19,1987,11.394307,6.4,174.0,0.0,0.0,40050884.0,Comedy
296,40162,Porno Holocaust,1981-01-01,1981,1.390499,4.0,10.0,0.0,0.0,0.0,Horror
297,116894,Blind Terror,2001-04-23,2001,0.011006,0.0,0.0,0.0,0.0,0.0,Thriller
298,133831,Endangered Species,2003-11-13,2003,1.286525,5.5,4.0,0.0,0.0,0.0,Science Fiction
299,193380,Les Misérables,2000-09-03,2000,3.445547,6.7,36.0,0.0,0.0,0.0,Drama
300,8769,Christine,1983-12-08,1983,7.106757,6.5,392.0,0.0,0.0,21200000.0,Horror
301,31221,Dragon Hunter,2008-12-01,2008,1.31226,3.3,11.0,0.0,0.0,0.0,Fantasy
302,269518,Some Photos in the City of Sylvia,2007-10-02,2007,0.203374,8.5,2.0,0.0,0.0,0.0,Documentary
303,69870,The Sender,1982-10-22,1982,0.000578,5.6,9.0,0.0,0.0,0.0,Horror
304,62670,The Adventures of Tom Thumb & Thumbelina,2002-08-06,2002,0.895267,5.5,7.0,0.0,0.0,0.0,Animation
306,10521,Bride Wars,2009-01-09,2009,8.33501,5.9,884.0,3.8221153666666665,30000000.0,114663461.0,Comedy
307,373476,Complete Unknown,2016-08-26,2016,4.062516,4.9,47.0,0.0,0.0,187145.0,Drama
308,157919,Knife Fight,2013-01-25,2013,0.18458,4.7,13.0,0.0,7000000.0,0.0,Drama
309,67387,Assault of the Killer Bimbos,1988-05-06,1988,0.014895,3.0,2.0,0.0,0.0,0.0,Action
310,48015,13Hrs,2010-08-28,2010,6.156071,4.5,18.0,0.0,0.0,0.0,Horror
311,98369,Blue Like Jazz,2012-04-13,2012,1.891233,5.8,25.0,0.0,1250000.0,0.0,Drama
312,33871,"Merry Christmas, Drake and Josh",2008-12-05,2008,1.063469,5.7,23.0,0.0,0.0,0.0,Comedy
313,421313,Eliminators,2016-12-01,2016,4.401368,6.0,36.0,0.0,0.0,0.0,Action
314,126321,Three Worlds,2012-12-05,2012,0.554759,5.5,6.0,0.0,0.0,0.0,Drama
315,26491,Tipping the Velvet,2002-10-22,2002,2.433306,7.3,12.0,0.0,0.0,0.0,Drama
316,218689,Backstreet Dreams,1990-09-29,1990,0.759966,5.0,2.0,0.0,0.0,0.0,Drama
317,61791,Rise of the Planet of the Apes,2011-08-03,2011,41.613762,7.0,4452.0,5.192045,93000000.0,482860185.0,Thriller
318,72917,La Bande du drugstore,2002-04-17,2002,0.542408,6.3,2.0,0.0,0.0,0.0,Drama
319,30875,Manhattan Baby,1982-08-12,1982,1.243242,5.4,11.0,0.0,300000.0,0.0,Horror
320,31665,Barbarosa,1982-01-01,1982,1.134435,6.4,4.0,0.0,0.0,1736123.0,Action
321,23333,Mrs. Parker and the Vicious Circle,1994-09-07,1994,4.739054,6.3,20.0,0.0,0.0,0.0,Drama
322,37997,Permanent Vacation,1980-01-01,1980,2.212593,6.0,28.0,0.0,0.0,0.0,Drama
323,154028,Ed Wood: Look Back in Angora,1994-01-01,1994,0.323876,8.5,2.0,0.0,0.0,0.0,Documentary
324,8997,Hollow Man II,2006-05-23,2006,6.269922,4.8,60.0,0.0,0.0,0.0,Horror
325,53335,Candy Stripers,2006-06-27,2006,0.91894,4.1,7.0,0.0,0.0,0.0,Horror
326,326285,American Pastoral,2016-10-20,2016,19.953565,5.7,117.0,0.0,0.0,0.0,Drama
327,40113,The Pentagon Papers,2003-03-09,2003,1.127757,6.0,8.0,0.0,0.0,0.0,Drama
328,31146,Box of Moonlight,1996-08-29,1996,6.254986,7.1,15.0,0.0,0.0,0.0,Comedy
329,146203,The Last Exorcism Part II,2013-02-28,2013,5.874458,4.4,204.0,3.0358604,5000000.0,15179302.0,Horror
330,40004,Never Say... Never!,2005-09-28,2005,0.648189,4.8,10.0,0.0,0.0,0.0,Comedy
332,142145,Cold River,1982-03-01,1982,0.007203,0.0,0.0,0.0,0.0,0.0,Adventure
333,15006,Rails & Ties,2007-09-01,2007,7.625656,5.5,14.0,0.0,0.0,22136.0,Drama
334,204344,Internet Story,2010-01-01,2010,0.112133,8.2,3.0,0.0,0.0,0.0,Animation
335,54580,Mondays in the Sun,2002-09-27,2002,2.061389,7.0,37.0,0.0366005,4000000.0,146402.0,Drama
336,367999,The Last Will Be the Last,2015-11-12,2015,2.363169,6.6,43.0,0.0,0.0,0.0,Drama
337,139380,Nativity 2: Danger in the Manger!,2012-11-21,2012,0.619534,5.2,16.0,0.0,0.0,0.0,Comedy
338,22551,Believers,2007-06-11,2007,2.209294,4.5,13.0,0.0,0.0,0.0,Horror
339,5708,Control,2007-09-26,2007,8.00969,7.5,206.0,0.0,0.0,8159508.0,Drama
340,248417,Patch Town,2014-01-04,2014,0.581967,5.9,8.0,0.0,0.0,0.0,Music
341,193893,Let's Be Cops,2014-08-13,2014,15.962793,6.4,1234.0,8.036545352941177,17000000.0,136621271.0,Comedy
342,301304,Doug Benson: Doug Dynasty,2014-11-06,2014,0.054358,1.0,1.0,0.0,0.0,0.0,TV Movie
343,73588,The Caller,2011-08-26,2011,5.812898,6.0,82.0,0.0,0.0,0.0,Horror
344,215,Saw II,2005-10-28,2005,15.399863,6.3,1288.0,38.23127325,4000000.0,152925093.0,Horror
345,213950,The Price of Life,1987-08-12,1987,0.009216,0.0,0.0,0.0,0.0,0.0,Drama
346,142971,Grace Kelly,1983-02-21,1983,0.992274,5.5,2.0,0.0,0.0,0.0,History
347,250434,Superstar: The Life and Times of Andy Warhol,1990-07-18,1990,0.2875,0.0,0.0,0.0,0.0,0.0,Documentary
348,422603,Aanandam,2016-10-21,2016,0.354748,6.4,7.0,5.111111111111111,450000.0,2300000.0,Adventure
349,382079,Donald Trump's The Art of the Deal: The Movie,2016-02-10,2016,2.058059,5.7,29.0,0.0,0.0,0.0,Comedy
350,10162,Waking Ned,1998-09-15,1998,4.502687,7.4,58.0,0.0,0.0,0.0,Comedy
351,63297,200 MPH,2011-04-26,2011,1.023577,3.7,13.0,0.0,0.0,0.0,Action
353,18819,The Hunt for Eagle One,2006-01-17,2006,2.778665,4.7,6.0,0.0,0.0,0.0,Adventure
354,26736,Wizards of Waverly Place: The Movie,2009-08-28,2009,5.206696,6.0,323.0,0.0,0.0,0.0,Adventure
355,284870,The Princess of France,2014-08-07,2014,0.099722,4.0,2.0,0.0,0.0,0.0,Comedy
356,48842,Anthrax,2001-01-01,2001,0.592997,0.0,0.0,0.0,0.0,0.0,Drama
357,27930,Rude Boy,1980-07-25,1980,1.152225,4.9,4.0,0.0,0.0,0.0,Music
358,13257,Mr. Woodcock,2007-09-14,2007,9.461012,4.9,142.0,0.0,22000000.0,0.0,Comedy
359,157834,The Zero Theorem,2014-01-02,2014,10.990614,5.9,383.0,0.090671294117647,8500000.0,770706.0,Drama
360,30432,Army of Crime,2009-05-17,2009,10.741315,6.7,33.0,0.0,10000000.0,0.0,War
361,36048,Judy Berlin,1999-01-01,1999,0.316842,4.8,3.0,0.0,0.0,0.0,Comedy
362,63474,The Good Humor Man,2008-02-19,2008,0.336161,7.0,2.0,0.0,1000000.0,0.0,Comedy
363,38970,"Remember Me, My Love",2003-02-11,2003,4.996071,5.8,47.0,0.0,0.0,0.0,Drama
364,62422,Year of the Horse,1997-10-08,1997,0.405805,3.8,3.0,0.0,0.0,0.0,Documentary
365,181886,Enemy,2013-12-31,2013,12.66992,6.7,1326.0,0.0,0.0,3396726.0,Thriller
366,91076,Illuminata,1998-05-21,1998,0.837943,6.3,7.0,0.0,0.0,0.0,Drama
367,173912,Just a Sigh,2013-04-10,2013,0.7654,6.6,10.0,0.0,0.0,0.0,Drama
368,79694,The Apparition,2012-08-23,2012,7.683008,4.5,140.0,0.5663230588235294,17000000.0,9627492.0,Horror
369,71326,Bunnyman,2011-06-20,2011,0.594855,2.3,9.0,0.0,0.0,0.0,Horror
370,22824,The Fourth Kind,2009-11-06,2009,13.751992,5.8,451.0,4.2333295,10000000.0,42333295.0,Mystery
371,72972,Tom and Jerry & The Wizard of Oz,2011-08-23,2011,6.889644,6.0,26.0,0.0,0.0,0.0,Animation
372,86821,Ayn Rand & the Prophecy of Atlas Shrugged,2011-11-01,2011,0.318283,4.3,4.0,0.0,0.0,0.0,Documentary
373,356901,Five Nights in Maine,2016-08-05,2016,1.448776,5.4,14.0,0.0,0.0,0.0,Drama
374,9566,The Fan,1996-08-15,1996,12.202063,5.7,202.0,0.3386621636363636,55000000.0,18626419.0,Drama
375,70971,Four Friends,1981-12-11,1981,0.337021,7.0,4.0,0.0,0.0,0.0,Drama
376,27391,Polar Storm,2009-03-28,2009,1.649688,4.1,17.0,0.0,0.0,0.0,Action
377,19004,The Land Before Time III: The Time of the Great Giving,1995-03-16,1995,6.372442,6.1,86.0,0.0,0.0,0.0,Animation
378,26820,My One and Only,2009-08-21,2009,4.138817,6.2,45.0,0.0,0.0,2479538.0,Comedy
379,68275,Special Features: Handsome,1983-12-22,1983,1.581873,5.9,16.0,0.0,0.0,0.0,Comedy
380,444513,Amy Schumer: The Leather Special,2017-03-07,2017,6.891989,4.3,37.0,0.0,0.0,0.0,Comedy
381,55717,The Wind Blows Round,2006-09-30,2006,0.517199,5.9,9.0,0.0,0.0,0.0,Drama
382,31127,R.O.T.O.R.,1987-10-01,1987,0.811813,4.0,12.0,0.0,0.0,0.0,Thriller
383,84165,2 Days in New York,2012-03-28,2012,4.68182,5.4,94.0,0.206724,8000000.0,1653792.0,Comedy
384,50767,American Cyborg: Steel Warrior,1994-01-07,1994,0.56257,4.9,8.0,0.0,0.0,447784.0,Action
385,66115,Nice Guys Sleep Alone,1999-10-14,1999,0.214291,4.7,3.0,0.0,0.0,0.0,Comedy
386,20065,Purple Violets,2007-04-30,2007,2.266369,5.7,9.0,0.0,4000000.0,0.0,Comedy
387,211078,When Jews Were Funny,2013-11-14,2013,0.828836,7.3,4.0,0.0,0.0,0.0,Documentary
388,72570,The Vow,2012-02-05,2012,9.524298,7.0,1328.0,6.537152333333333,30000000.0,196114570.0,Drama
389,239566,Get on Up,2014-08-01,2014,7.92736,6.4,158.0,0.0,0.0,31911598.0,Drama
390,295799,Iris,2014-10-09,2014,2.644281,7.5,44.0,0.0,0.0,0.0,Documentary
391,217316,1,2013-09-30,2013,7.732143,7.3,36.0,0.0,0.0,0.0,Documentary
392,173056,100 Yen: The Japanese Arcade Experience,2012-08-30,2012,0.772606,4.8,5.0,0.0,32213.0,0.0,Documentary
393,54102,Generation Kill,2008-07-13,2008,4.213894,7.8,88.0,0.0,0.0,0.0,Drama
394,47638,The River Rat,1984-09-28,1984,0.57743,6.3,8.0,0.0,0.0,1142944.0,Adventure
395,121986,Frances Ha,2013-05-17,2013,8.471415,7.3,358.0,0.0,0.0,4069826.0,Comedy
396,212756,Stay,2013-09-08,2013,2.96721,4.6,9.0,0.0,0.0,0.0,Drama
397,18801,Haunted,1995-10-27,1995,3.287359,6.4,43.0,0.0,0.0,0.0,Mystery
399,26168,Slingshot,2005-03-10,2005,1.386615,4.0,2.0,0.0,0.0,0.0,Crime
400,243442,Un fantastico via vai,2013-12-12,2013,2.791857,6.0,67.0,0.0,0.0,0.0,Comedy
401,8452,The 6th Day,2000-11-17,2000,8.41311,5.7,603.0,1.1717741097560976,82000000.0,96085477.0,Science Fiction
402,84193,Ethel,2012-01-20,2012,0.023001,0.0,0.0,0.0,0.0,0.0,Documentary
403,40772,Meatballs III: Summer Job,1986-10-26,1986,1.667607,4.4,14.0,0.0,0.0,0.0,Comedy
404,337674,Elle,2016-05-25,2016,8.226065,6.6,498.0,0.2388177494647969,9804690.0,2341534.0,Drama
405,67221,Hands of Steel,1986-03-26,1986,1.030584,4.9,17.0,0.0,0.0,0.0,Action
407,43475,Gumby: The Movie,1995-12-01,1995,0.090452,5.0,2.0,0.0,0.0,0.0,Fantasy
408,252838,The Wedding Ringer,2015-01-16,2015,12.21459,6.5,632.0,3.46956,23000000.0,79799880.0,Comedy
409,182349,Love Sick Love,2012-11-15,2012,0.05168,4.7,9.0,0.0,0.0,0.0,Thriller
410,71622,Atrocious,2010-10-15,2010,4.194524,5.2,55.0,0.0,0.0,0.0,Horror
411,298382,The Dressmaker,2015-10-01,2015,7.95686,6.9,419.0,1.537300922045264,11930000.0,18340000.0,Drama
412,53445,The Unloved,2009-05-17,2009,1.812246,6.5,12.0,0.0,0.0,0.0,Drama
413,70074,Bullet to the Head,2013-01-31,2013,8.26008,5.2,490.0,0.1725423454545454,55000000.0,9489829.0,Action
414,381058,Silicon Cowboys,2016-09-16,2016,1.297714,6.3,18.0,0.0,0.0,0.0,Documentary
416,32946,Jim Jefferies: Contraband,2008-11-10,2008,1.091529,8.1,10.0,0.0,0.0,0.0,Comedy
417,207273,Chilling Visions: 5 Senses of Fear,2013-05-15,2013,1.527822,4.9,17.0,0.0,0.0,0.0,Horror
418,81895,MacGyver: Lost Treasure of Atlantis,1994-05-14,1994,0.967882,5.6,19.0,0.0,0.0,0.0,Action
419,104435,The Beehive,1982-10-11,1982,1.467886,7.2,9.0,0.0,0.0,0.0,Comedy
420,50780,The Beaver,2011-02-11,2011,5.484379,6.2,281.0,0.0462293333333333,21000000.0,970816.0,Drama
421,300600,RISE,2014-11-06,2014,0.701289,5.0,3.0,0.0,446000.0,0.0,Crime
422,41522,The Phantom,2009-12-20,2009,0.483201,4.6,11.0,0.0,0.0,0.0,Science Fiction
423,114,Pretty Woman,1990-03-23,1990,13.348451,7.0,1807.0,33.07142857142857,14000000.0,463000000.0,Romance
424,210059,In the Dark,2013-01-12,2013,0.60312,4.8,3.0,0.0,0.0,0.0,TV Movie
425,15400,Mickey's Once Upon a Christmas,1999-12-07,1999,6.577491,6.7,98.0,0.0,0.0,0.0,Animation
426,253272,The Mule,2014-03-10,2014,5.481206,6.2,56.0,0.0,0.0,0.0,Crime
427,11401,Metallica: Some Kind of Monster,2004-01-21,2004,3.446751,6.7,49.0,0.0,0.0,0.0,Documentary
428,11237,Anacondas: The Hunt for the Blood Orchid,2004-08-26,2004,10.749404,4.9,200.0,3.5496449,20000000.0,70992898.0,Adventure
429,291554,Twogether,1994-01-01,1994,0.047019,0.0,0.0,0.0,0.0,0.0,Romance
430,13253,Futurama: Bender's Game,2008-11-03,2008,5.829662,6.9,152.0,0.0,0.0,0.0,Animation
431,52314,Chain of Command,1994-01-01,1994,0.297097,6.3,4.0,0.0,0.0,0.0,Action
432,22970,The Cabin in the Woods,2012-04-12,2012,14.811958,6.6,2314.0,2.2162026666666668,30000000.0,66486080.0,Horror
433,10097,The Tiger's Tail,2006-09-26,2006,1.709576,5.3,8.0,0.0,0.0,0.0,Drama
434,81972,The Hunters,2011-12-27,2011,1.358005,3.9,14.0,0.0,0.0,0.0,Drama
435,4599,Raising Helen,2004-05-27,2004,12.448933,5.9,195.0,0.99437222,50000000.0,49718611.0,Drama
436,2619,Splash,1984-03-09,1984,8.441602,6.1,328.0,8.72766675,8000000.0,69821334.0,Comedy
437,174314,Bottled Up,2013-04-19,2013,0.843111,5.5,5.0,0.0,0.0,0.0,Drama
438,11827,Heavy Metal,1981-08-07,1981,7.640073,6.3,150.0,0.0,9300000.0,0.0,Animation
439,199556,Absolute Deception,2013-06-10,2013,3.464579,4.4,19.0,0.0,5000000.0,0.0,Action
440,50687,Maniac Cop 3: Badge of Silence,1993-02-01,1993,2.18104,5.0,21.0,0.0,0.0,0.0,Action
441,47628,Trancers 3: Deth Lives,1992-10-14,1992,2.651906,5.9,11.0,0.0,0.0,0.0,Action
442,171769,Leonie,2010-11-20,2010,0.492103,5.0,1.0,0.0,0.0,0.0,Drama
443,223702,Sausage Party,2016-07-11,2016,17.56963,5.6,2310.0,7.405543263157894,19000000.0,140705322.0,Adventure
444,204082,Homefront,2013-11-27,2013,9.896704,6.4,898.0,1.9572226363636365,22000000.0,43058898.0,Action
445,109074,Day of the Reaper,1984-10-31,1984,8e-05,0.0,0.0,0.0,0.0,0.0,Horror
446,345924,The Night Stalker,2016-07-01,2016,1.035997,6.2,10.0,0.0,0.0,0.0,Drama
447,14874,Try Seventeen,2002-09-10,2002,2.814091,6.1,30.0,0.0,0.0,0.0,Comedy
448,41671,Amityville: It's About Time,1992-07-16,1992,2.418256,4.1,21.0,0.0,0.0,0.0,Horror
449,160128,Sawney: Flesh of Man,2012-08-22,2012,2.267245,5.9,14.0,0.0,0.0,0.0,Horror
450,27902,Love Wrecked,2005-11-01,2005,6.608369,4.8,137.0,0.0,0.0,0.0,Family
451,48992,I Like It Like That,1994-10-14,1994,0.289295,6.3,4.0,0.0,0.0,1777020.0,Comedy
452,415132,Ares,2016-11-23,2016,8.873257,6.5,41.0,0.0,0.0,0.0,Drama
453,11022,Narc,2002-01-14,2002,5.20644,6.8,144.0,1.9436533846153845,6500000.0,12633747.0,Action
454,400121,The Antwerp Dolls,2015-03-21,2015,0.455308,5.5,4.0,0.0,0.0,0.0,Action
455,30694,The Resurrected,1991-10-06,1991,1.857722,6.6,26.0,0.0,0.0,0.0,Drama
456,60041,White Mischief,1987-11-30,1987,7.312595,5.8,16.0,0.0,5300000.0,0.0,Thriller
457,314996,Nanny Cam,2014-12-28,2014,1.789112,5.8,18.0,0.0,0.0,0.0,Drama
458,380879,News from Planet Mars,2016-03-09,2016,2.266545,5.1,21.0,0.0,0.0,0.0,Comedy
459,48259,Crimes of the Heart,1986-12-12,1986,2.524937,6.0,17.0,0.0,0.0,22905522.0,Drama
460,34787,Drawing Restraint 9,2005-07-01,2005,1.994926,6.0,11.0,0.0,0.0,0.0,Fantasy
461,42106,Carmen,1983-05-06,1983,1.093747,5.5,15.0,0.0,0.0,0.0,Drama
462,13586,"Dylan Moran: Like, Totally...",2006-11-13,2006,0.688381,7.5,11.0,0.0,0.0,0.0,Comedy
463,35156,The End of the Line,2009-06-12,2009,0.512026,5.9,6.0,0.0,0.0,0.0,Documentary
464,338614,Unbranded,2015-04-25,2015,0.141191,6.0,2.0,0.0,0.0,0.0,Documentary
465,64934,Le Nouveau Jean-Claude,2002-06-26,2002,0.265559,4.5,2.0,0.0,0.0,0.0,Comedy
466,19444,Bad Karma,1991-01-01,1991,0.00068,0.0,0.0,0.0,0.0,0.0,Horror
467,16919,Global Metal,2008-06-20,2008,1.015014,7.6,19.0,0.0,0.0,0.0,Documentary
468,40505,I Got the Hook Up,1998-05-27,1998,0.993716,5.4,8.0,0.0,0.0,0.0,Action
469,8845,Under Siege,1992-10-08,1992,9.918269,6.1,405.0,4.473232542857143,35000000.0,156563139.0,Action
470,385722,Bling,2016-11-24,2016,2.930081,4.8,12.0,0.0,15000000.0,0.0,Family
471,9257,S.W.A.T.,2003-08-08,2003,13.334952,5.8,780.0,1.458041825,80000000.0,116643346.0,Action
472,23736,Lies & Illusions,2009-08-26,2009,4.41396,3.9,15.0,0.0,0.0,0.0,Action
473,123757,All the Vermeers in New York,1990-09-11,1990,4e-06,0.0,0.0,0.0,0.0,0.0,Comedy
474,3511,The Broken,2008-01-18,2008,3.365903,5.6,63.0,0.0,6700000.0,0.0,Thriller
475,27936,Micmacs,2009-10-28,2009,5.278672,6.8,150.0,0.4242424242424242,33000000.0,14000000.0,Action
476,1088,Whale Rider,2003-01-30,2003,11.040186,7.1,114.0,5.175,8000000.0,41400000.0,Drama
477,192142,The Better Angels,2014-01-18,2014,9.266214,6.9,16.0,0.0,0.0,70918.0,Drama
478,20181,Tunnel Rats,2008-05-31,2008,3.092242,5.1,22.0,0.0,8000000.0,0.0,Action
479,412205,Past Life,2016-12-01,2016,0.18016,8.0,3.0,0.0,0.0,0.0,Drama
480,44268,Superfantozzi,1986-12-23,1986,3.49331,6.3,62.0,0.0,0.0,0.0,Comedy
481,108401,Star Maps,1997-07-23,1997,0.725694,5.3,3.0,0.0,0.0,0.0,Comedy
482,30963,Class Act,1992-06-05,1992,5.196912,6.3,22.0,0.0,0.0,0.0,Comedy
483,10471,Next Friday,2000-01-12,2000,10.06545,6.5,145.0,5.438848,11000000.0,59827328.0,Comedy
485,109513,Hit & Run,2012-08-22,2012,7.148558,5.5,225.0,7.2,2000000.0,14400000.0,Action
486,85739,A.C.A.B.: All Cops Are Bastards,2012-01-27,2012,8.842243,6.7,163.0,0.0,5000000.0,0.0,Action
487,15846,The Burrowers,2008-09-09,2008,5.59423,5.4,58.0,0.0,7000000.0,0.0,Action
488,76812,Black Butterfly,2017-05-26,2017,20.058633,6.5,93.0,0.0,0.0,0.0,Thriller
489,80301,A Christmas Wedding Tail,2011-11-19,2011,0.965948,4.6,5.0,0.0,0.0,0.0,Comedy
490,88107,Double Trouble,1992-02-14,1992,1.678869,5.1,7.0,0.0,0.0,0.0,Action
491,27152,"Gone, But Not Forgotten",2003-10-09,2003,1.01426,3.2,5.0,0.0,0.0,0.0,Drama
492,6967,The White Massai,2005-09-14,2005,1.195186,6.4,18.0,0.0,7000000.0,0.0,Drama
493,171,The Party 2,1982-12-08,1982,4.964833,6.3,134.0,0.0,0.0,0.0,Comedy
494,26355,For Keeps,1988-01-15,1988,5.410839,6.1,24.0,0.0,0.0,17514553.0,Drama
495,318184,Umbkotid,2012-01-11,2012,0.04752,0.0,0.0,0.0,0.0,0.0,TV Movie
496,8741,The Thin Red Line,1998-12-25,1998,9.783966,7.2,793.0,1.887049326923077,52000000.0,98126565.0,Drama
497,80965,Blind Date,1984-06-01,1984,0.028517,0.0,0.0,0.0,0.0,0.0,Horror
498,302579,Naturally Native,1999-10-08,1999,0.101618,0.0,0.0,0.0150114285714285,700000.0,10508.0,Drama
499,13849,The Cottage,2008-02-07,2008,9.459594,6.3,80.0,0.0,0.0,0.0,Horror
500,32139,Soccer Dog: The Movie,1999-01-01,1999,0.111342,3.5,2.0,0.0,0.0,0.0,Comedy
501,348499,Bad Night,2015-07-21,2015,2.278038,4.9,15.0,0.0,0.0,0.0,Comedy
502,224297,The New Black,2014-02-12,2014,0.069292,8.0,1.0,0.0,0.0,0.0,Documentary
503,179154,Standing Up,2013-08-16,2013,2.871891,6.5,18.0,0.0,6000000.0,0.0,Drama
504,13559,The Mangler,1995-03-03,1995,4.299199,4.4,59.0,0.0,0.0,0.0,Drama
505,125958,The Blood Oranges,1998-10-01,1998,0.325084,6.0,1.0,0.0,0.0,0.0,Drama
506,76649,Pompeii,2014-02-18,2014,12.204174,5.2,1294.0,0.9063971615384616,130000000.0,117831631.0,Action
507,244783,Song One,2014-01-20,2014,6.743182,5.5,87.0,0.0053751666666666,6000000.0,32251.0,Drama
508,2114,Final Fantasy: The Spirits Within,2001-07-02,2001,10.223851,5.9,441.0,0.6214002189781022,137000000.0,85131830.0,Adventure
509,10729,Quick Change,1990-07-13,1990,4.122959,6.3,75.0,0.0,0.0,0.0,Comedy
510,345664,Mr. Right,2015-07-28,2015,0.723257,2.5,4.0,0.0,0.0,0.0,Comedy
511,10705,Henry V,1989-10-05,1989,7.307967,7.4,73.0,0.0,9000000.0,0.0,War
512,91417,Dragons: Gift of the Night Fury,2011-11-15,2011,8.453868,6.9,126.0,0.0,0.0,0.0,Animation
513,16998,The Moustache,2005-05-15,2005,5.54542,6.1,21.0,0.0,0.0,0.0,Thriller
515,121895,Daddy Nostalgia,1990-09-05,1990,1.419683,7.2,5.0,0.0,0.0,0.0,Drama
516,42033,Def-Con 4,1985-03-15,1985,1.064151,2.8,10.0,0.0,0.0,0.0,Horror
517,381034,I Am Not a Serial Killer,2016-08-26,2016,6.409124,6.2,126.0,0.0,0.0,0.0,Horror
